"","FemaleID","Date","time","pH1","pH2","pH3","Temp1","Temp2","Temp3","Avg.pH","Avg.temp","notes","Postcop","phase","DayRO","MalePresence","X","MaleID","DyadID","MHCI_allele_comp","MHCII_allele_comp","MHCI_supertype_comp","MHCII_supertype_comp","Female_stMLH","Female_MHCI_allele","Female_MHCII_allele","Female_MHCI_supertype","Female_MHCII_supertype","Male_stMLH","Male_MHCI_allele","Male_MHCII_allele","Male_MHCI_supertype","Male_MHCII_supertype","KINSHIP"
"151","Sottise",2019-08-20,"16:24",7.32,7.35,7.18,28.8,28.5,30.7,7.283333333,29.33333333,"","N","non-fertile",10,"With Male",8,"Alf",8,0.3125,0,0.8,0.166666666666667,0.971113161,12,4,10,2,0.986394341,9,7,8,5,-0.176989
"152","Sottise",2019-08-21,"16:01",6.95,6.48,6.53,29.3,29.5,29.7,6.653333333,29.5,"","N","non-fertile",11,"With Male",8,"Alf",8,0.3125,0,0.8,0.166666666666667,0.971113161,12,4,10,2,0.986394341,9,7,8,5,-0.176989
"153","Sottise",2019-08-22,"16:21",6.63,6.61,6.72,29.9,32.8,29.4,6.653333333,30.7,"","N","non-fertile",12,"With Male",8,"Alf",8,0.3125,0,0.8,0.166666666666667,0.971113161,12,4,10,2,0.986394341,9,7,8,5,-0.176989
"154","Suzon",2019-04-15,"14:00",6.9,6.88,6.84,31.1,32.6,33.8,6.87,32.5,"","N","post-fertile",2,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"155","Suzon",2019-04-17,"14:00",6.95,7.21,NA,32.2,33,NA,7.08,32.6,"dry","N","post-fertile",4,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"156","Suzon",2019-04-19,"16:00",6.79,6.86,6.83,24,23.9,24.3,6.83,24.1,"","N","post-fertile",6,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"157","Suzon",2019-04-24,"19:45",6.54,6.56,6.56,27.1,26.8,27.6,6.55,27.2,"","N","non-fertile",11,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"158","Suzon",2019-04-25,"18:15",6.61,NA,NA,26.2,NA,NA,6.61,26.2,"","N","non-fertile",12,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"159","Suzon",2019-04-26,"",6.66,6.78,6.88,27.4,28.4,27.2,6.77,27.7,"dry","N","non-fertile",13,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"160","Suzon",2019-04-30,"17:55",6.86,6.73,6.97,32.1,31.4,29,6.85,30.8,"dry","N","non-fertile",17,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"161","Suzon",2019-05-01,"12:15",6.75,6.72,6.58,33.2,32.6,29.2,6.68,31.7,"wet-ish","N","non-fertile",18,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"162","Suzon",2019-05-02,"13:45",6.95,6.86,6.71,34.8,32,30.2,6.84,32.3,"dry","N","non-fertile",19,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"163","Suzon",2019-05-03,"13:30",7.36,7.27,7.3,29.2,30.6,30.4,7.31,30.1,"MN","N","non-fertile",-11,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"164","Suzon",2019-05-04,"12:10",7.29,7.28,7.14,29.7,30.4,31.5,7.24,30.5,"MN","N","non-fertile",-10,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"165","Suzon",2019-05-05,"12:00",7.23,7.2,7.08,28.1,29.4,30.3,7.17,29.3,"MN","N","non-fertile",-9,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"166","Suzon",2019-05-06,"19:00",6.92,6.92,6.91,31.7,31.5,30.2,6.92,31.1,"","N","non-fertile",-8,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"167","Suzon",2019-05-07,"11:30",6.77,6.86,6.89,31.8,29.5,31.3,6.84,30.9,"","N","pre-fertile",-7,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"168","Suzon",2019-05-08,"10:30",7.45,7.18,7.24,29.8,29.7,27.6,7.29,29,"","N","pre-fertile",-6,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"169","Suzon",2019-05-09,"14:10",7.15,7.15,7.12,37.5,35.3,33.5,7.14,35.4,"","N","pre-fertile",-5,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"170","Suzon",2019-05-10,"13:40",7.11,6.99,6.94,33.3,30.5,31.9,7.01,31.9,"","N","pre-fertile",-4,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"171","Suzon",2019-05-12,"10:30",6.94,6.95,6.95,30.2,29.9,29.2,6.95,29.8,"","N","fertile",-2,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"172","Suzon",2019-05-13,"18:40",6.36,6.35,6.3,30.3,31.1,31.7,6.34,31,"","Y","fertile",-1,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"173","Suzon",2019-05-18,"17:30",6.43,6.4,6.38,30.6,29.9,30.1,6.4,30.2,"","N","post-fertile",3,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"174","Suzon",2019-05-19,"17:10",6.41,6.38,6.37,30.4,29.9,29.5,6.39,29.9,"","N","post-fertile",4,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"175","Suzon",2019-05-20,"17:13",6.64,6.57,6.52,31,29.7,30.6,6.58,30.4,"","N","post-fertile",5,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"176","Suzon",2019-05-21,"15:00",6.53,6.53,6.54,32.8,32.5,30.3,6.53,31.9,"","N","post-fertile",6,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"177","Suzon",2019-05-22,"13:00",6.67,6.67,6.62,34,32.9,31.4,6.65,32.8,"","N","non-fertile",7,"With Male",5,"Rodolphe",5,0.2778,0,0.4,0.375,1.042853053,13,7,9,5,0.878142928,10,7,5,6,-0.183528
"178","Vertige",2018-12-10,"15:30",6.87,6.76,6.72,27.3,24.3,26.4,6.783333333,26,"","N","pre-fertile",-5,"No Male",2,"Momo",2,0.4,0.4,0.666666666666667,0.833333333333333,1.04658586,11,6,9,6,1.038536994,10,8,6,5,0.237535
"179","Vertige",2018-12-11,"15:30",7.05,7.09,6.94,27.3,26.7,28.1,7.026666667,27.36666667,"","N","pre-fertile",-4,"No Male",2,"Momo",2,0.4,0.4,0.666666666666667,0.833333333333333,1.04658586,11,6,9,6,1.038536994,10,8,6,5,0.237535
"180","Vertige",2018-12-12,"15:30",6.92,6.94,6.88,25.3,28.4,28.5,6.913333333,27.4,"","N","pre-fertile",-3,"No Male",2,"Momo",2,0.4,0.4,0.666666666666667,0.833333333333333,1.04658586,11,6,9,6,1.038536994,10,8,6,5,0.237535
"181","Vertige",2018-12-13,"15:00",6.81,6.98,6.86,27.8,26.1,26.4,6.883333333,26.76666667,"","N","fertile",-2,"No Male",2,"Momo",2,0.4,0.4,0.666666666666667,0.833333333333333,1.04658586,11,6,9,6,1.038536994,10,8,6,5,0.237535
"182","Vertige",2018-12-14,"16:10",6.67,6.73,6.68,26.6,28.1,27.6,6.693333333,27.43333333,"","N","fertile",-1,"No Male",2,"Momo",2,0.4,0.4,0.666666666666667,0.833333333333333,1.04658586,11,6,9,6,1.038536994,10,8,6,5,0.237535
"183","Vertige",2018-12-17,"15:00",6.62,6.55,6.52,30.5,29.5,29,6.563333333,29.66666667,"","N","fertile",1,"No Male",2,"Momo",2,0.4,0.4,0.666666666666667,0.833333333333333,1.04658586,11,6,9,6,1.038536994,10,8,6,5,0.237535
"184","Vertige",2018-12-21,"15:30",7.31,7,7,32.6,33.5,29.4,7.103333333,31.83333333,"","N","post-fertile",5,"No Male",2,"Momo",2,0.4,0.4,0.666666666666667,0.833333333333333,1.04658586,11,6,9,6,1.038536994,10,8,6,5,0.237535
"185","Vertige",2019-01-03,"13:00",7.11,7.19,7.14,28.2,27.4,24.6,7.146666667,26.73333333,"","N","non-fertile",-16,"No Male",2,"Momo",2,0.4,0.4,0.666666666666667,0.833333333333333,1.04658586,11,6,9,6,1.038536994,10,8,6,5,0.237535
"186","Vertige",2019-01-04,"14:00",5.98,6.27,6.49,26,29.2,29.9,6.246666667,28.36666667,"recent urination","N","non-fertile",-15,"No Male",2,"Momo",2,0.4,0.4,0.666666666666667,0.833333333333333,1.04658586,11,6,9,6,1.038536994,10,8,6,5,0.237535
"187","Vertige",2019-01-15,"13:00",6.06,6.09,6.06,28.7,30.1,30.7,6.07,29.83333333,"","N","pre-fertile",-4,"With Male",2,"Momo",2,0.4,0.4,0.666666666666667,0.833333333333333,1.04658586,11,6,9,6,1.038536994,10,8,6,5,0.237535
"188","Vertige",2019-01-16,"13:00",6.33,6.2,6.18,26.1,24.8,24.8,6.236666667,25.23333333,"<1 hour post-copulation","Y","pre-fertile",-3,"With Male",2,"Momo",2,0.4,0.4,0.666666666666667,0.833333333333333,1.04658586,11,6,9,6,1.038536994,10,8,6,5,0.237535
"189","Vertige",2019-01-17,"12:50",4.86,4.88,4.89,23.9,26.1,27.7,4.876666667,25.9,"SP present, no cop in previous 4 hours","Y","fertile",-2,"With Male",2,"Momo",2,0.4,0.4,0.666666666666667,0.833333333333333,1.04658586,11,6,9,6,1.038536994,10,8,6,5,0.237535
"190","Vertige",2019-01-18,"13:20",5.25,5.29,5.37,22.3,24.2,25.7,5.303333333,24.06666667,"","Y","fertile",-1,"With Male",2,"Momo",2,0.4,0.4,0.666666666666667,0.833333333333333,1.04658586,11,6,9,6,1.038536994,10,8,6,5,0.237535
"191","Vertige",2019-01-21,"10:00",5.13,5.13,5.19,24.9,28,31.4,5.15,28.1,"","N","fertile",1,"With Male",2,"Momo",2,0.4,0.4,0.666666666666667,0.833333333333333,1.04658586,11,6,9,6,1.038536994,10,8,6,5,0.237535
"192","Viva",2019-04-22,"9:53",5.48,5.45,5.35,32.1,29.6,30.5,5.43,30.7,"","N","non-fertile",-15,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"193","Viva",2019-04-23,"13:50",5.5,5.16,5.33,31.4,30.3,31,5.33,30.9,"","N","non-fertile",-14,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"194","Viva",2019-04-24,"13:30",5.81,5.74,5.48,30.8,30.5,31.2,5.68,30.8,"","N","non-fertile",-13,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"195","Viva",2019-04-25,"14:24",5.17,5.23,5.53,30,31.4,32.3,5.31,31.2,"","N","non-fertile",-12,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"196","Viva",2019-04-26,"13:20",5.55,5.48,5.47,30.8,30.8,32.5,5.5,31.4,"","N","non-fertile",-11,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"197","Viva",2019-04-27,"11:00",5.72,5.63,5.79,31.8,32.1,30.9,5.71,31.6,"","N","non-fertile",-10,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"198","Viva",2019-04-28,"11:35",5.36,5.32,5.33,32.4,30.5,31.4,5.34,31.4,"","N","non-fertile",-9,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"199","Viva",2019-04-29,"14:50",5.77,5.69,5.65,31.3,32.8,31.1,5.7,31.7,"","N","non-fertile",-8,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"200","Viva",2019-04-30,"15:00",5.59,5.57,5.47,30.6,30.9,32,5.54,31.2,"","N","pre-fertile",-7,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"201","Viva",2019-05-01,"11:15",5.55,5.44,5.3,32.7,30.4,32.1,5.43,31.7,"","N","pre-fertile",-6,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"202","Viva",2019-05-02,"14:20",5.74,5.71,5.65,30.8,31.6,34.6,5.7,32.3,"","N","pre-fertile",-5,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"203","Viva",2019-05-03,"14:00",5.59,5.52,5.28,34.4,33.9,34.5,5.46,34.3,"","N","pre-fertile",-4,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"204","Viva",2019-05-04,"12:50",6.28,6.1,6.05,32.8,34,34.2,6.14,33.7,"","N","pre-fertile",-3,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"205","Viva",2019-05-06,"18:10",5.81,5.82,5.86,31.7,32.4,32.8,5.83,32.3,"","N","fertile",-1,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"206","Viva",2019-05-07,"18:10",5.48,5.5,5.37,30,30.7,28.8,5.45,29.8,"","N","fertile",0,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"207","Viva",2019-05-08,"9:50",5.44,5.46,5.48,28.5,30.5,31,5.46,30,"","N","fertile",0,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"208","Viva",2019-05-09,"15:00",5.46,5.27,5.28,30.1,30.4,31.4,5.34,30.6,"","N","fertile",1,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"209","Viva",2019-05-10,"14:20",6.02,5.69,5.66,31.8,32.2,32.5,5.79,32.2,"","N","post-fertile",2,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"210","Viva",2019-05-12,"11:20",5.72,5.79,5.74,30.5,31.5,31.2,5.75,31.1,"","N","post-fertile",4,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"211","Viva",2019-05-13,"18:00",5.4,5.34,5.42,31,31.4,32.2,5.39,31.5,"","N","post-fertile",5,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"212","Viva",2019-05-14,"15:45",5.75,5.75,5.71,31.2,30.3,30.7,5.74,30.7,"","N","post-fertile",6,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"213","Viva",2019-05-15,"14:08",5.82,5.94,5.91,31.3,29.7,30.7,5.89,30.6,"","N","non-fertile",7,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"214","Viva",2019-05-16,"18:10",5.67,5.75,5.71,29.2,30,30.4,5.71,29.9,"","N","non-fertile",8,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"215","Viva",2019-05-18,"11:10",5.87,5.91,5.89,31.2,31.6,32.1,5.89,31.6,"","N","non-fertile",10,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"216","Viva",2019-05-19,"17:20",6.6,6.38,6.53,29.7,30.7,31.2,6.5,30.5,"","N","non-fertile",11,"No Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"217","Viva",2019-05-20,"14:25",5.24,5.47,5.24,30.3,32.6,32,5.32,31.6,"","N","non-fertile",12,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"218","Viva",2019-05-22,"13:15",6.66,NA,NA,30.7,NA,NA,6.66,30.7,"Diarrhea","N","non-fertile",14,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"219","Viva",2019-05-24,"12:11",6.92,6.79,6.85,33.3,34.3,34.1,6.85,33.9,"","N","non-fertile",16,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"220","Viva",2019-05-27,"16:30",7.12,7.16,7.46,32.8,33.6,34.4,7.25,33.6,"","N","non-fertile",19,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"221","Viva",2019-05-28,"15:25",6.58,6.49,6.75,29.8,30.8,31.7,6.61,30.8,"","N","non-fertile",-19,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"222","Viva",2019-05-29,"13:00",5.28,5.1,5.16,30.2,31.1,32.3,5.18,31.2,"","N","non-fertile",-18,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"223","Viva",2019-05-30,"11:30",4.96,4.81,4.89,31.2,34.4,34.6,4.89,33.4,"","N","non-fertile",-17,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"224","Viva",2019-05-31,"17:10",5.45,5.33,5.25,31.8,32.3,32.7,5.34,32.3,"","N","non-fertile",-16,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"225","Viva",2019-06-03,"17:30",5.21,5.2,5.21,30.3,30.5,31.7,5.21,30.8,"","N","non-fertile",-13,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"226","Viva",2019-06-04,"13:00",5.39,5.56,5.33,33.5,32.3,32.7,5.43,32.8,"","N","non-fertile",-12,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"227","Viva",2019-06-05,"13:20",5.59,5.59,5.62,34,33.4,31.8,5.6,33.1,"","N","non-fertile",-11,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"228","Viva",2019-06-06,"13:00",5.19,5.25,5.39,33.9,32.2,32.4,5.28,32.8,"","N","non-fertile",-10,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"229","Viva",2019-06-07,"12:45",5.75,5.55,5.78,30.3,NA,31.3,5.69,30.8,"","N","non-fertile",-9,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"230","Viva",2019-06-09,"12:00",5.52,5.58,5.42,32.3,33,33.1,5.51,32.8,"","N","pre-fertile",-7,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"231","Viva",2019-06-10,"11:30",5.4,5.29,5.48,30.4,31.9,32.3,5.39,31.5,"","N","pre-fertile",-6,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"232","Viva",2019-06-11,"13:00",5.41,5.42,5.3,30.3,30.4,31,5.38,30.6,"","N","pre-fertile",-5,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"233","Viva",2019-06-12,"12:45",5.77,5.46,5.3,30.6,30.3,31.7,5.51,30.9,"","N","pre-fertile",-4,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"234","Viva",2019-06-14,"13:00",5,4.94,5.07,32.7,30.6,32.4,5,31.9,"","N","fertile",-2,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"235","Viva",2019-06-17,"13:00",5.12,5.36,5.28,32.5,31.2,31.5,5.25,31.7,"","N","fertile",0,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"236","Viva",2019-06-18,"12:55",5.21,5.27,5.3,30.4,31.1,31,5.26,30.8,"","N","fertile",1,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"237","Viva",2019-06-19,"12:45",5.79,5.53,5.49,31,32.7,32.2,5.6,32,"","N","post-fertile",2,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"238","Viva",2019-06-20,"12:45",5.76,5.8,5.87,30.5,30.3,30.4,5.81,30.4,"","N","post-fertile",3,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"239","Viva",2019-06-21,"13:00",5.7,5.85,5.71,30.4,30.4,31,5.75,30.6,"","N","post-fertile",4,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"240","Viva",2019-06-24,"13:20",6.74,6.72,7.04,34.5,33.9,33.2,6.83,33.9,"Might have urinated after 1st reading","N","non-fertile",7,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"241","Viva",2019-06-25,"13:00",7,6.91,7.02,31.7,31.7,32.7,6.98,32,"","N","non-fertile",8,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"242","Viva",2019-06-27,"11:46",6.79,7.16,7.21,34.2,33.8,33.1,7.05,33.7,"","N","non-fertile",10,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"243","Viva",2019-06-28,"10:00",6.64,6.99,7.08,30.4,30.3,30.3,6.9,30.3,"","N","non-fertile",11,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"244","Viva",2019-06-29,"9:00",6.69,6.53,6.64,34.6,33.6,33.6,6.62,33.9,"","N","non-fertile",12,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"245","Viva",2019-07-01,"10:59",7.36,7.31,7.38,32.4,32.7,32.5,7.35,32.5,"","N","non-fertile",14,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"246","Viva",2019-07-02,"10:50",7.03,6.1,6.8,32.2,32.2,33.2,6.64,32.5,"","N","non-fertile",-14,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"247","Viva",2019-07-03,"10:51",6.25,6.22,6.17,29.5,31.2,31.8,6.21,30.8,"","N","non-fertile",-13,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"248","Viva",2019-07-04,"11:23",6.75,6.86,6.64,28.9,31.6,31.3,6.75,30.6,"","N","non-fertile",-12,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"249","Viva",2019-07-05,"12:52",5.68,5.83,5.79,32.6,32.6,34.1,5.77,33.1,"","N","non-fertile",-11,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
"250","Viva",2019-07-06,"12:45",5.1,4.99,5.1,32.4,31.9,29.4,5.06,31.2,"","N","non-fertile",-10,"With Male",6,"Auguste",6,0.8182,0.3333,0.888888888888889,0.333333333333333,0.937401245,9,2,8,2,0.984761238,11,6,9,6,-0.0546244
